vardekod,vardebenamning
17450,Fil doktor grekiska
17451,Fil doktor latin
17458,Fil dr i hum ämne
17459,Fil doktor klassiska språk
17460,Fil dr nord o jämf fornkunsk
17461,Fil doktor folklivsforskning
17462,Fil doktor konsthist
17463,Fil doktor musikforskning
17468,Fil dr musei/konstv ämne
17469,Fil dr musei/konstv ämne
17488,Fil doktorsgrad i humanistiskt ämne
17499,Fil doktorsgrad i humanistiskt ämne
17500,Teol lic dogmatik m symbolik
17508,Teol lic
17509,Teol lic
17510,Teol lic gamla test exegetik
17518,Teol lic
17519,Teol lic
17520,Teol lic nya test exegetik
17528,Teol lic
17529,Teol lic
17530,Teol lic religionsfilosofi
17538,Teol lic
17539,Teol lic
17540,Teol lic praktisk teologi
17548,Teol lic
17549,Teol lic
17550,Teol lic relighist m religpsyk
17558,Teol lic
17559,Teol lic
17560,Teol lic teol etik
17568,Teol lic
17569,Teol lic
17570,Teol lic kyrkohist
17578,Teol lic
17579,Teol lic
17588,Teol licentiatutbildning
17591,"Teol lic, etappavgång"
17599,Teol licentiatutbildning
17600,Teol dr dogmatik m symbolik
17610,Teol dr gamla test exegetik
17620,Teol dr nya test exegetik
17630,Teol dr religionsfilosofi
17640,Teol dr praktisk teologi
17650,Teol dr relighist m religpsyk
17660,Teol dr teol etik
17670,Teol dr kyrkohist
17688,Teol doktorsgrad
17699,Teol doktorsgrad
17700,Teol drex dogmatik m symbolik
17710,Teol drex gamla test exegetik
17720,Teol drex nya test exegetik
17730,Teol drex religionsfilosofi
17731,Teol drex religionspedagogik
17732,Teol drex religionssociologi
17740,Teol drex praktisk teologi
17750,Teol drex relhist m relpsyk
17760,Teol drex teologisk etik
17770,Teol drex kyrkohistoria
17771,Teol drex kyrko- o samfundsvet
17772,Teol drex missionsvet
17788,Teol doktorsexamen
17799,Teol doktorsexamen
17888,Annan humanistisk/teologisk forskarutb
17999,Ospec humanistisk/teologisk forskarutb
23100,Trafikskolinstruktörsutbildning
23110,Trafikskollärarutbildning
23120,Utbildning av utbildningsledare vid trafikskola
23188,Trafikpedagogisk utbildning
23199,Trafikpedagogisk utbildning
23300,Gymnastik- och idrottsinstruktörsutbildning
23399,Gymnastik- och idrottsinstruktörsutbildning
23400,Pedagogisk linje v rudolf steinerseminariet
23488,Waldorfpedagogisk utbildning
23499,Waldorfpedagogisk utbildning
23888,Annan pedagogisk utb ex lärarass
23999,Ospec pedagogisk utb
24100,Trafiklärare högre speckurs
24108,Trafikpedagogisk utbildning
24109,Trafikpedagogisk utbildning
24188,Trafikpedagogisk utbildning
24199,Trafikpedagogisk utbildning
24300,Ridinstruktörsutbildning
24308,Ridinstruktörsutbildning
24309,Ridinstruktörsutbildning
24400,Barn- och fritidsprogrammet
24408,Barn- och fritidsprogrammet
24409,Barn- och fritidsprogrammet
24888,Annan pedagogisk utbildning
24999,Ospec pedagogisk utb
25010,Särsk utbildning av lärare i teckning
25088,Teckningslärarutbildning
25099,Teckningslärarutbildning
25100,Slöjdlärarutbildning trä/metall
25130,Textillärarutbildning för underv i textilkunskap
25188,Slöjd/textil/vävlärarutbildning
25199,Slöjd/textil/vävlärarutbildning
25200,Sångpedagogisk utbildning
25210,Instrumentalpedagogosk tvärutbildning
25211,Pianopedagogisk utbildning
25212,Violinpedagogisk utbildning
25213,Gitarrpedagogisk utbildning
25218,Instrumentalpedagogisk utbildning
25219,Instrumentalpedagogosk utbildning
25220,Särsk utbildning av lärare i musik
25230,Musikcirkel-musikkonsulent musikhandledarutb.
25240,Musikped utbildning jazzped linjen
25288,Musikpedagogisk utbildning
25299,Musikpedagogisk utbildning
25300,Gymnastiklärarutbildning
25310,Idrottslärarutbildning
25320,Folkhögskollärarexamen (efter 1993)
25388,Gymnastik- och idrottslärarutbildning
25399,Gymnastik- och idrottslärarutbildning
25410,Förskollärarlinjen
25418,Förskollärarutbildning
25419,Förskollärarutbildning
25420,Fritidspedagoglinjen
25428,Fritidspedagogutbildning
25429,Fritidspedagogutbildning
25430,Fritidsledarlinjen
25438,Fritidsledarutbildning
25439,Fritidsledarutbildning
25440,Ungdomsledarlinjen
25448,Ungdomsledarutbildning
25449,Ungdomsledarutbildning
25450,Hemspråkslärarlinjen finska
25451,Hemspråkslärarlinjen serbokr/kroatserb
25452,Hemspråkslärarlinjen grekiska
25453,Hemspråkslärarlinjen turkiska
25454,Hemspråkslärarlinjen spanska
25455,Hemspråkslärarlinjen arabiska
25456,Hemspråkslärarlinjen assyriska/syrianska
25457,Hemspråkslärarlinjen danska
25458,Hemspråkslärarlinjen motsv
25459,Hemspråkslärarlinjen motsv
25460,Hemspråkslärarlinjen makedonska
25461,Hemspråkslärarlinjen polska
25462,Hemspråkslärarlinjen slovenska
25463,Hemspråkslärarlinjen italienska
25464,Hemspråkslärarlinjen portugisiska
25465,Hemspråkslärarlinjen ungerska
25466,Hemspråkslärarlinjen tjeckiska
25467,Hemspråkslärarlinjen isländska
25468,Hemspråkslärarlinjen
25469,Hemspråkslärarlinjen
25470,Hemspråkslärarlinjen kurdiska
25471,Hemspråkslärarlinjen romanies
25472,Hemspråkslärarlinjen rumänska
25473,Hemspråkslärarlinjen sysriska
25474,Hemspråkslärarlinjen kantonesiska
25475,Hemspråkslärarlinjen kinesiska
25476,Hemspråkslärarlinjen nederländska
25478,"Hemspråkslärarlinjen, annat språk"
25479,"Hemspråkslärarlinjen, ospec språk"
25488,Förskol/fritidsped/ungdomsled/hemspr.lär.utbildn.
25499,Förskol/fritidsped/ungdomsled/hemspr.lär.utbildn.
25600,Tvärutbildning för underv i merkant ämnen
25610,Utbildning för underv i ekon-språkl ämnen
25620,Utbildning för underv i kamerala ämnen
25630,Utbildning för underv i distribut ämnen
25640,Utbildning för underv i administ ämnen
25688,Utbildning för underv i merkantila ämnen
25699,Utbildning för underv i merkantila ämnen
25700,Tvärutbildning för underv i tekn ämnen
25710,Utbildning för underv i maskintekn ämnen
25720,Utbildning för underv i anläggntekn ämnen
25730,Utbildning för underv i husbyggntekn ämnen
25740,Utbildning för underv i elkraftstekn ämnen
25750,Utbildning för underv i teletekn ämnen
25760,Utbildning för underv i kemitekn ämnen
25770,Utbildning för undervisn i tekn/mat/fys
25788,Utbildning för underv i tekn ämnen
25799,Utbildning för underv i tekn ämnen
25800,Mtm-lärarutbildning
25810,Tvärutbildning för underv inom estet verksamhet
25811,Utbildning för underv i bild- o formkonstnärl.
25812,Utbildning för underv i dramat framställning
25813,Utbildning för underv i bild-o ljudmedia
25814,Utbildning för underv i dans
25818,Utbildning för underv i estet verksamhet
25819,Utbildning för underv i estet verksamhet
25820,Tvärutbildning för underv kontor/handel
25821,Utbildning för underv i förvaltnarbete
25822,Utbildning för underv i redov o kassa
25823,Utbildning för underv i stenogr/sekrarb
25824,Utbildning för underv övr kamer kontarb
25825,Utbildning för underv i komm kontarb
25826,Utbildning för underv i detaljhandel
25828,Utbildning för underv i kont/handel
25829,Utbildning för underv i kont/handel
25830,Tvärutbildning för underv i tekn yämnen
25831,Utbildning för underv inom arbledarutbildning
25832,Utbildning för underv i elinstall b/c-behör.
25833,Utbildning för underv för ritare/karttekn
25834,Utbildning för underv för tekn labpersonal
25838,Utbildning för underv i tekn ämnen
25839,Utbildning för underv i tekn ämnen
25840,Utbildning för underv i metallarbete
25841,Utbildning för underv i elektroarbete
25842,Utbildning för underv i träarbete
25843,Utbildning för underv i byggn/anlarbete
25844,Utbildning för underv i processtekn arbete
25845,Utbildning för underv i grafiskt arbete
25846,Utbildning för underv i bekltekniskt arbete
25847,Utbildning för underv i livsmedelsarbete
25848,Utbildning för underv inom ind/hantv
25849,Utbildning för underv inom ind/hantv
25850,Tvärutbildning för underv inom samfärdsel
25851,Utbildning för underv i sjömansarbete
25852,Utbildning för underv i vägtrafikarbete
25853,Utbildning för underv i järnvägstrafik
25854,"Flyglärarexamen, underv i lufttrafikarb"
25855,Utbildning för underv i postalt arb
25856,Utbildning för underv i telekommunikarb
25857,Utbildning för underv i tullarb
25858,Utbildning för underv inom samfärdsel
25859,Utbildning för underv inomsamfärdsel
25860,Utbildn för underv i vårdyrken
25861,Lärarutbildning för fotvårdsspecialister
25862,Lärarutbildning för sjukgymnaster
25863,Lärarutbildning för arbetsterapeuter
25864,Lärarutbildning för medicinsk-tekniska ass
25865,Lärarutbildning för leg sjuksköterskor
25866,Lärarutbildning för tandsköterskor
25867,Lärarutbildning för ålderdomshemsförest
25868,Utbildning för undervisning i vårdyrken
25869,Utbildning för undervisning i vårdyrken
25870,Tvärutbildning för undervisning inom lantbruk mm
25871,Utbildning för underv inom lantbruk
25872,Utbildning för underv trädgårdsskötsel
25873,Utbildning för underv inom skogsbruk
25874,Utbildning för underv inom fiske
25878,Utbildning för underv inom lantbr mm
25879,Utbildning för underv inom antbr mm
25880,Tvärutbildning för underv i serviceyrken
25881,Utbildning för underv i civila bevakn o skyddsarb
25882,Utbildning för underv i husliga arbete
25883,Utbildning för underv i serveringsarbete
25884,Utbildning för underv i fastighskötsel o städning
25885,Utbildning för underv i hygien/skönhetsvård
25886,Utbildning för underv idrott/ungdled
25888,Utbildning för underv serviceyrken
25889,Utbildning för underv serviceyrken
25899,Utbildning för underv yrkesämnen
25999,Annan eller ospec lärarutbildning
26000,Lågstadie/småskollärarutbildning
26010,"Barn och ungdomspedagog. Examen, förskollärare"
26011,"Barn och ungdomspedagog. Examen, fritidspedagog"
26018,Barn och ungdomspedagog. examen
26019,Barn och ungdomspedagog. examen
26088,Annan barn/ungdomsped utbildning
26099,Ospec barn/ungdomsped utbildning
26100,"Mellanstadielärarexamen, folksk.lärarutb, vid-utb"
26101,Vidareutbildning av mellanst.lärare till lågst.lär.
26102,Vidareutbildning av lågst.lärare till mellanst.lär.
26103,Vidareutbildning av förskollär. till grundskollär.
26110,"Grundskollärarexamen, åk 1-7, mat/NO-ämnen"
26111,"Grundskollärarexamen, åk 1-7, sv o. SO-ämnen"
26112,"Grundskollärarexamen, åk 1-7, grundvux"
26113,"Grundskollärarexamen, åk 1-7, sv som andra språk"
26114,"Grundskollärarexamen, åk 1-7, SO-ämnen/ hemspr"
26115,"Grundskollärarexamen, åk 1-7, mat/NO-ämnen/hsp"
26118,"Grundskollärarexamen, åk 1-7, annan komb"
26119,"Grundskollärarexamen, åk 1-7, ospec"
26120,"Grundskollärarexamen, åk 4-9, NO-ämnen"
26121,"Grundskollärarexamen, åk 4-9, mat/NO-ämnen"
26122,"Grundskollärarexamen, åk 4-9, SO-ämnen"
26123,"Grundskollärarexamen, åk 4-9, mat/SO-ämnen"
26124,"Grundskollärarexamen, åk 4-9, mat,språk"
26125,"Grundskollärarexamen, åk 4-9, SO-ämnen, språk"
26126,"Grundskollärarexamen, åk 4-9, NO-ämnen, språk"
26127,"Grundskollärarexamen, åk 4-9, NO- och SO-ämnen"
26128,"Grundskollärarexamen, åk 4-9, annan mat/NO/SO-komb"
26129,"Grundskollärarexamen, åk 4-9, ospec"
26130,"Grundskollärarexamen, åk 4-9, sv, eng och ty"
26131,"Grundskollärarexamen, åk 4-9, sv, eng och fr"
26132,"Grundskollärarexamen, åk 4-9, sv, eng och hemspr"
26133,"Grundskollärarexamen, åk 4-9, sv, sv 2:a spr, eng"
26134,"Grundskollärarexamen, åk 4-9, sv, sv 2:a spr, ty"
26135,"Grundskollärarexamen, åk 4-9, sv, sv 2:a spr, fr"
26136,"Grundskollärarexamen, åk 4-9, sv 2:a spr, eng, hspr"
26138,"Grundskollärarexamen, åk 4-9, annan sv/språkkomb"
26139,"Grundskollärarexamen, åk 4-9, ospec"
26140,"Grundskollärarexamen, åk 4-9, barnkunsk. svenska"
26141,"Grundskollärarexamen, åk 4-9, barnkunsk. språk"
26142,"Grundskollärarexamen, åk 4-9, barnkunsk. mat"
26143,"Grundskollärarexamen, åk 4-9, barnkunsk. hemspr"
26144,"Grundskollärarexamen, åk 4-9, barnkunsk. svenska"
26145,"Grundskollärarexamen, åk 4-9, hemkunsk. språk"
26146,"Grundskollärarexamen, åk 4-9, hemkunsk. mat"
26147,"Grundskollärarexamen, åk 4-9, hemkunsk. barnkunsk."
26148,"Grundskollärarexamen, åk 4-9, hemkunsk. hemspråk"
26149,"Grundskollärarexamen, åk 4-9, annan barnk/hemkuns"
26150,"Grundskollärarexamen, åk 4-9, bild och svenska"
26151,"Grundskollärarexamen, åk 4-9, bild och språk"
26152,"Grundskollärarexamen, åk 4-9, bild och matematik"
26153,"Grundskollärarexamen, åk 4-9, bild och hemspråk"
26154,"Grundskollärarexamen, åk 4-9, idrott och svenska"
26155,"Grundskollärarexamen, åk 4-9, idrott och språk"
26156,"Grundskollärarexamen, åk 4-9, idrott och matematik"
26157,"Grundskollärarexamen, åk 4-9, idrott och hemspråk"
26158,"Grundskollärarexamen, åk 4-9, annan bild/idr.komb"
26159,"Grundskollärarexamen, åk 4-9, ospec"
26160,"Grundskollärarexamen, åk 4-9, musik och svenska"
26161,"Grundskollärarexamen, åk 4-9, musik och språk"
26162,"Grundskollärarexamen, åk 4-9, musik och matematik"
26163,"Grundskollärarexamen, åk 4-9, musik och hemspråk"
26168,"Grundskollärarexamen, åk 4-9, annan musikkomb"
26169,"Grundskollärarexamen, åk 4-9, ospec"
26170,"Grundskollärarexamen, åk 4-9, trä/met.slöjd och sv"
26171,"Grundskollärarexamen, åk 4-9, trä/met.slöjd, språk"
26172,"Grundskollärarexamen, åk 4-9, trä/met.slöjd, mat"
26173,"Grundskollärarexamen, åk 4-9, trä/met.slöjd, hemspr"
26174,"Grundskollärarexamen, åk 4-9, textilslöjd, svenska"
26175,"Grundskollärarexamen, åk 4-9, textilslöjd o. språk"
26176,"Grundskollärarexamen, åk 4-9, textilslöjd o. mat"
26177,"Grundskollärarexamen, åk 4-9, textilslöjd o. hemspr"
26178,"Grundskollärarexamen, åk 4-9, annan slöjdkomb"
26179,"Grundskollärarexamen, åk 4-9, ospec"
26188,Annan hithör utb mellanstadielärare
26199,Ospec hithör utb mellanstadielärare
26200,Musiklärarexamen/musikdir
26210,Högre organist- o kantorsutbildning/kyrkomusikerlin
26220,Musikinstruktörsutbildning
26230,Sångpedagogutbildning
26238,Annan sång/körpedagogutbildning
26240,Pianopedagogutbildning
26241,Violinpedagogutbildning
26242,Gitarrpedagogutbildning
26248,Instrumentalpedagogutbildning
26249,Instrumentalpedagogutbildning
26251,Musiklärarutbildning två ämnesutbildning m svenska
26252,Musiklärarutbildning två ämnesutbildning m engelska
26253,Musiklärarutbildning två ämnesutbildning m historia
26254,Musiklärarutbildning två ämnesutb m matematik
26258,Musiklärarutbildning 2 ämnesutbildning
26259,Musiklärarutbildning 2 ämnesutbildning
26261,Danspedagogutbildning
26262,Mimpedagogutbildning
26268,Annan dans- o mimpedagogutbildning
26269,Ospec dans- o mimpedagogutbildning
26288,Annan musikpedagogisk utb
26299,Ospec musikpedagogisk utb
26300,Speciallärutbildning lärare 1 och 2 låg o mell.st
26301,Utbildning för specped arbuppg inom grund/gymnsk
26302,Utbildning för specialunderv särs utb t speciallär
26303,Utbildning för specialunderv m m fortbildningskurs
26308,Speclärutbildning från lärhögsk gren 1
26309,Speclärutbildning från lärhögsk gren 1
26310,Speclärutbildning från lärhögsk för und av hörselsk
26311,Speclärutbildning för underv av hörselsk/döva(40 p)
26312,Speclärutbildning fr lhögsk för und 1 låg/mel hskad
26313,Speclärutbildning fr lhögsk påbyggk för und a hskad
26314,Speclärutbildning fr lhögsk påbyggk talpedutbildn
26315,Speclärutbildning fr lhögsk för und av ustörda döva
26317,Speclärutbildning fr lhögsk påbyggk gren 2
26318,Speclärutbildning för undervisn av hörselsk
26319,Speclärutbildning för underv av hörselsk/döva
26320,Speclärutbildning för und av synskadade
26321,Speclärutbildning för und av synskad (lär 1 o 2)
26322,Påbyggnkurs för speclär gr 3 utv störda
26327,Påbyggnadsutbildning för speclär gr 2 synskadade
26328,Specläutbildning gr 2 för underv av synskad
26329,Speclutbildning gr 2 för underv av synskad
26330,Speclärutbild till talped för talskadade
26338,Speclärut gr 2 till talped för talskad
26339,Speclut gr 2 till talped för talskad
26348,Speclärarutbildning speclärarlinje gren 2
26349,Speclärarutbildning speclärarlinje gren 2
26350,Speclärutbildning från lhögsk spll gren 3:1 78/79
26351,Speclärutbildning från lhögsk spll gren 3:2 78/79
26352,Speclärutbildning från lhögsk spll gren 3 79/80
26358,Speclärarutbildning speclärarlinjen gren 3
26359,Speclärarutbildning speclärarlinjen gren 3
26360,Specialped. påb.utb. komplicerad inlärn.situation
26361,Specialped. påb.utb. döv- och hörselhandikapp
26362,Specialped. påb.utb. synhandikapp
26363,Specialped. påb.utb. utvecklingsstörning
26368,Annan specialpedagogisk inriktning
26369,Ospecificerad specialpedagogisk inriktning
26370,Särskollärutbildning 2-årig
26378,Speclärutbildning för undervisn i särskola
26379,Speclärutbildning för undervisn i särskola
26388,Utbildning för specialundervisning
26399,Utbildning för specialundervisning
26400,Tekn mag utbildning maskinteknik
26401,Tekn magex elektroteknisk utbildning
26408,Annan hithör utb tekn magex
26409,Ospec hithör utb tekn magex
26410,Barnavlärarutbildning vid sem för husl utbildning
26411,Barnavlärarlinjen tvåämnesutbildning (160 p)
26420,"Hushållslärarexamen, allmän gren"
26421,"Hushållslärarexamen, lanthush-inrikt gren"
26426,Hemkonsulentutbildning bas på hushållslärarutb
26428,Hushållslärarutbildning
26429,Hushållslärarutbildning
26430,Hushlärutbildning två-ämnutbildning m hemkunskap
26431,Hushlärutbildning två-ämnutbildning m kostkunskap
26432,Hushlärutbildning två-ämnutb m bostads-o miljökunsk
26433,Hushlärutbildning två-ämnutb m konsumentkunskap
26434,Hushlärutbildning två-ämnutbildning m biologi
26435,Hushlärutbildning två-ämnutbildning m kemi
26436,Hushlärutbildning två-ämnutbildning m matematik
26437,Hushlärutbildning två-ämnutb m samhk
26438,Hushållslärarutbildning tvåämnesutbildning
26439,Hushållslärarutbildning tvåämnesutbildning
26440,Bildlärar- teckningslärutbildning
26450,Textillärutbildning utom vävinrikt textillärare
26451,Vävlärutbildning inkl vävinriktad textillärare
26452,Textillärutbildning tvåämnesutbildning med engelska
26453,Textillärutbildning tvåämnesutb med matematik
26458,Textillärarutbildning tvåämnesutbildning
26459,Textillärarutbildning
26461,Slöjdlärarutbildning tvåämnesutbildning m engelska
26462,Slöjdlärarutbildning tvåämnesutbildning m matematik
26463,Slöjdlärarexamen (examin. fom. vt-91)
26468,Slöjdlärarutbildning tvåämnesutbildning
26469,Slöjdlärarutbildning tvåämnesutbildning
26471,Idrottslärarutbildning med engelska
26472,Idrottslärarutbildning med biologi
26473,Idrottslärarutbildning med kemi
26474,Idrottslärarutbildning med matematik
26475,Idrottslärarutbildning
26478,Idrottslärarutbildning tvåämnesutbildning
26479,Idrottslärarutbildning tvåämnesutbildning
26488,Tekn mag/barnv. hushålls. bild. textil. idr.lärlinj
26499,Tekn mag/barnv. hushålls. bild. textil. idr.lärlinj
26510,"Ämneslärarutbildning, utländska språk"
26511,"Ämneslärarutbildning, språk i komb med svenska"
26512,"Ämneslärarutbildning, språk i komb med hist/samhk"
26513,"Ämneslärarutbildning, sv/spr/hist/samh"
26514,"Ämneslärarutbildning, sv/ut spr o relig"
26515,"Ämneslärarutbildning, sv/krist/rel"
26517,"Ämneslärarutbildning, hist ev komb samhk"
26518,Ämneslärarutbildning med est. hum och relig inr
26519,Ämneslärarutbildning med est. hum och relig inr
26530,Ämneslärarutbildning företagsekon ev komb
26533,Ämneslärarutbildning natekon/stat+SOämn
26534,Ämneslärarutbildning psyk/soc/pedag
26538,Ämneslärarutbildning samhällsvet/beteendev inriktn.
26539,Ämneslärarutbildning samhällsvet/beteendev inriktn.
26541,Ämneslärarutbildning mat/fy/kemi
26542,Ämneslärarutbildning biol el+komb
26548,Ämneslärarutbildning naturvetenskaplig inriktning
26549,Ämneslärarutbildning naturvetenskaplig inriktning
26550,"Ämneslärarutbildning, högre lärarinnesemiarium"
26588,"Vidutb folksk,annan ämnesl ex yrkesvalslär"
26599,"Vidutb folksk,ospec ämneslärarutb"
26610,Adjunktsutbildning folkskollär utl språk i komb
26611,Adjunktsutbildning folkskollär språk/svenska
26612,Adjunktsutbildning folkskollär språk/hist/samhk
26613,Adjunktsutbildning folkskollär sv/språk/samhk/hist
26614,Adjunktsutbildning folkskollär sv/nord spr/litt
26615,Adjunktsutbildning folkskollär krist/relig i komb
26617,Adjunktsutbildning folkskollär hi/geogr/statsk/ekon
26618,Adjunktsutbildning folkskollär est/hum/rel
26619,Adjunktsutbildning folkskollär est/hum/rel
26630,Adjunktsutbildning folkskollär företagsekon komb
26633,Adjunktsutbildning folkskollär ex komb natekon/ma
26634,Adjunktsutbildning folkskollä m komb psyk/soc/ped
26638,Adjunktsutbildning för folkskollärare
26639,Adjunktsutbildning för folkskollärare
26641,Adjunktsutbildning folkskollä m komb mat/fy/kemi
26642,Adjunktsutbildning folkskollä m komb biol-komb
26648,Adjunktsutbild folkskollä m natvet inriktning
26649,Adjunktsutbild folkskollä m natvet inriktning
26688,Annan adjunktsutbildning
26699,Ospec adjunktsutbildning
26701,Ämneslär.-examen svenska/historia
26702,Ämneslär.-examen sve/hist/geogr
26703,Ämneslär.-examen sve/religkunsk
26704,Ämneslär.-examen sve/relig/hist
26705,Ämneslär.-examen sve/relig/geogr
26706,Ämneslär.-examen sve/filosofi
26707,Ämneslär.-examen hist/religkunsk
26708,Ämneslär.-examen hist/relig/samhk
26709,Ämneslär.-examen hist/relig/geogr
26710,Ämneslär.-examen hist/samhk
26711,Ämneslär.-examen hist/samhk/geogr
26712,Ämneslär.-examen hist/geografi
26713,Ämneslär.-examen samhk/geogr
26714,Ämneslär.-examen psyk/samhk
26715,Ämneslär.-examen psyk/samhk/soc
26716,Ämneslär.-examen psyk/socialkuns
26717,Ämneslär.-examen samhk/soc
26718,Ämneslär.-examen samhk/ekon
26719,Ämneslär.-examen ekon ämnen
26720,Ämneslär.-examen ekon ämnen/mat
26721,Ämneslär.-examen samhk/ma
26722,Ämneslär.-examen samhk/mat/geogr
26723,"Ämneslärar-examen, barnkunskap - annat ämne"
26724,"Ämneslärar-examen, musik - annat ämne"
26725,"Ämneslärar-examen, idrott - annat ämne"
26728,"Ämneslärar-examen, annan praktisk-estetisk"
26729,Ämneslär.-examen mat/natvet
26730,Ämneslär.-examen mat/fy
26731,Ämneslär.-examen mat/fy/geogr
26732,Ämneslär.-examen mat/fy/kemi
26733,Ämneslär.-examen mat/kemi
26734,Ämneslär.-examen mat/kemi/geogr
26735,Ämneslär.-examen mat/kemi/biol
26736,Ämneslär.-examen fysik/kemi
26737,Ämneslär.-examen fysik/kemi/geogr
26738,Ämneslär.-examen kemi/biol
26739,Ämneslär.-examen kemi/biol/natur
26740,Ämneslär.-examen kemi/biol/fysik
26741,Ämneslär.-examen kemi/biol/geogr
26742,Ämneslär.-examen kemi/naturkunsk
26743,Ämneslär.-examen biol/naturkunsk
26744,Ämneslär.-examen geografi/biolog
26749,Ämneslär.-examen mat/nat äkomb
26750,Ämneslär.-examen sve/eng
26751,Ämneslär.-examen sve/eng/hist
26752,Ämneslär.-examen sve/eng/geogr
26753,Ämneslär.-examen svenska/tyska
26754,Ämneslär.-examen sve/ty/hist
26755,Ämneslär.-examen sve/ty/hist
26756,Ämneslär.-examen svenska/franska
26757,Ämneslär.-examen sve/fra/hist
26758,Ämneslär.-examen sve/fra/geogr
26759,Ämneslär.-examen engelska/tyska
26760,Ämneslär.-examen eng/ty/franska
26761,Ämneslär.-examen eng/ty/historia
26762,Ämneslär.-examen eng/ty/samhk
26763,Ämneslär.-examen eng/ty/geografi
26764,Ämneslär.-examen eng/franska
26765,Ämneslär.-examen eng/fra/hist
26766,Ämneslär.-examen eng/fra/samhk
26767,Ämneslär.-examen eng/fra/geografi
26768,Ämneslär.-examen tyska/franska
26769,Ämneslär.-examen ty/fra/hist
26770,Ämneslär.-examen ty/fra/samhk
26771,Ämneslär.-examen ty/fra/geografi
26772,Ämneslär.-examen finska
26773,Ämneslär.-examen ryska
26774,Ämneslär.-examen spanska
26775,Ämneslär.-examen portugisiska
26776,Ämneslär.-examen italienska
26777,Ämneslär.-examen grekiska
26778,Ämneslär.-examen eng/fra/ty/lat
26784,Ämneslär.-examen
26785,Prakt ped utbildning v hskol komb teknol/maskt/mat
26786,Prakt ped utbildning v hskol komb teknol/masktekn
26787,Prakt ped utbildning v hskol komb eltekn ä /mat/fy
26788,Ämneslärar-examen/prakt.ped. utbildning
26790,Prakt ped utbildning komb eltekn ä + mat
26791,Prakt ped utbildning komb byggtekn ä + mat
26792,Prakt ped utbildning komb byggnadsteknik
26793,Prakt ped utbildning komb kemtekn ä + kem
26794,Prakt ped utbildning komb ekonomiska ämn
26795,"Praktisk ped utb, mat-nat"
26796,"Praktisk ped utb, ämnesteoretisk lektorskompet"
26798,"Ämneslärarutbildning, annan ämneslärarkomb"
26799,"Ämneslärarutbildning, ospec ämneslärarkomb"
26800,Vårdlärarlinje el motsv
26801,Utbildning för lär i hälso-o sjukv anatom o fyiol i
26802,Utbildning för lär i hälso-o sjukv fysiologi ii
26803,Utbildning för lär i hälso-o sjukv medic mikrobiol
26804,Utbildning för lär i hälso-o sjukv forsknmetodik
26808,Utbildning för lär i hälso-o sjukvård
26809,Utbildning för lär i hälso-o sjukvård
26810,Tvärutbildning för underv databehandling
26811,Utbildning för underv i systemarbete
26812,Utbildning för underv i programmeringsarbete
26813,Utbildning för underv i databeh drift
26814,Utbildning för undervisn i tekn ADB
26818,Utbildning för underv i databehandling
26819,Utbildning för underv i databehandling
26820,Utbildning för underv i navigation
26830,Utbildning i studie- och yrkesvägledning
26838,Utbildning i studie-och yrkesvägledning
26839,Utbildning i studie-och yrkesvägledning
26840,Vuxenpedutbildning folkhögsskollärarlinje
26848,Vuxenpedagogikutbildning
26849,Vuxenpedagogikutbildning
26851,Pedag/metodiklärarutbildning för förskollärare
26852,Pedag/metodiklärarutbildning för fritidspedagoger
26853,Pedag/metodiklärarutbildning för barnvårdslärare
26854,Didaktisk/pedagogisk påb.utb. för grundsk.lärare
26858,Pedag/metodiklärarutbildning
26859,Pedag/metodiklärarutbildning
26860,"Lärarlinje för jord-, skogsbruk o trädgård"
26888,Utbildning för ämnesundervisning
26899,Utbildning för ämnesundervisning
26999,Annan o ospec pedagogisk utbildning
33000,Allmän handels- och kontorsutbildning
33001,Distributions- och kontorslinje gren för kontor
33002,Distributions- och kontorslinje gren för distr
33003,Handels- och kontorslinje
33008,Handel och kontorsutbildning
33009,Distributions och kontorslinje
33099,Utbildning inom handel och kontor
33100,Tvärutbildning stenogr/maskskr
33110,Journalistutbildning
33120,Stenograf- o korrespondentutbildning
33130,Utbildning för maskinskrivning
33140,Kontorssekreterarutbildning
33150,Läkarsekreterarutbildning
33188,Språk- o skrivinriktad utbildning
33199,Språk- o skrivinriktad utbildning
33200,Tvärutbildning för inköps- o försäljn.arb.
33210,Utbildning för inköpsarbete
33220,Utbildning för försäljning/reklamarb
33288,Utbildning för inköps- o försäljningsarbete
33299,Utbildning för inköps- o försäljningsarbete
33300,Tvärutbildning för databearbetning
33310,Utbildning för stansningsarbete
33320,ADB-operatörsutbildning
33330,ADB-driftassistentutbildning
33388,Utbildning för databearbetning
33399,Utbildning för databearbetning
33410,Kurser bokf/redovisn/motsv
33420,Tvärutbildning för kassaarbete
33421,Utbildning för butikskassörsarbete
33422,Utbildning för kontorskassörsarbete
33423,Utbildning för restaurangkassörsarbete
33428,Utbildning för kassaarbete
33429,Utbildning för kassaarbete
33488,Utbildning för bokför/redov/kassaarbete
33499,Utbildning för bokför/redov/kassaarbete
33500,Tvärutbildning för detaljhandelsarbete
33510,Detaljhandelsutbildning livsmedel
33520,Detaljhandelsutbildning text/konf/skor
33530,Detaljhandelsutbildning färg/järn/kem
