vardekod,vardebenamning
623350,Detaljhandel med optiska artiklar
62336,Urdetaljhandel
623360,Urdetaljhandel
62337,Guldsmeds- och juvelerardetaljhandel
623370,Guldsmeds- och juvelerardetaljhandel
6239,Handel med diverse sällanköpsvaror
62390,Handel med diverse sällanköpsvaror
623900,Handel med diverse sällanköpsvaror
624,Bil- och drivmedelsdetaljhandel
6241,Bildetaljhandel
62410,"Detaljhandel med bilar, bildelar, bildäck"
624100,"Detaljhandel med bilar, bildelar, bildäck"
6242,Drivmedelsdetaljhandel
62420,Drivmedelsdetaljhandel
624200,Drivmedelsdetaljhandel
625,Apoteks- och systemvarudetaljhandel
6251,Apoteksvaruhandel
62510,Apoteksvaruhandel
625100,Apoteksvaruhandel
6252,Systemvaruhandel
62520,Systemvaruhandel
625200,Systemvaruhandel
63,Restaurang- och hotellverksamhet
631,Restaurang- och kaféverksamhet
6310,Restaurang- och kaféverksamhet
63100,"Restaurang, grillbar, kafe, konditoriservering"
631000,"Restaurang, grillbar, kafe, konditoriservering"
632,"Hotell-, pensionats- och campingverksamhet"
6320,"Hotell-, pensionats- och campingverksamhet"
63201,Hotell- och pensionatsverksamhet
632010,Hotell- och pensionatsverksamhet
63202,"Campingrörelse, stugby, vandrarhem m m"
632020,"Campingrörelse, stugby, vandrarhem m m"
7,"Samfärdsel, post- och telekommunikationer"
71,Samfärdsel
711,Landtransport
7111,Järnvägstrafik
71110,Järnvägstrafik
711100,Järnvägstrafik
7112,Buss- och spårvägstrafik
71120,Buss- och spårvägstrafik i linjetrafik
711200,Buss- och spårvägstrafik i linjetrafik
7113,Personbilstransport
71130,Personbilstransport
711300,Personbilstransport
7114,Lastbils- och annan vägtransport
71140,Lastbils- och annan vägtransport
711400,Lastbils- och annan vägtransport
7115,Transport i rörsystem
71150,Transport i rörsystem
711500,Transport i rörsystem
7116,Stödtjänster inom landtransport
71161,Bilparkeringsverksamhet
711610,Bilparkeringsverksamhet
71169,Stödtjänster inom landtransport
711690,Stödtjänster inom landtransport
712,Sjötransport
7121,Utrikes- och kustsjöfart
71210,Utrikes- och kustsjöfart
712100,Utrikes- och kustsjöfart
7122,Sjötransport på inre vattenvägar
71220,Sjötransport på inre vattenvägar
712200,Sjötransport på inre vattenvägar
7123,Stödtjänster inom sjötransport
71231,"Lots-, fyr- och andra farledstjänster, isbrytning"
712310,"Lots-, fyr- och andra farledstjänster, isbrytning"
71232,Stuveriverksamhet
712320,Stuveriverksamhet
71239,"Hamntjänster, stödtjänster inom sjötransport"
712390,"Hamntjänster, stödtjänster inom sjötransport"
713,Lufttransport
7131,Luftfart
71310,Luftfart
713100,Luftfart
7132,"Flygplanstjänster, andra stödtjänster inom luftfart"
71320,"Flygplatstjänster, stödtjänster inom luftfart"
713200,"Flygplatstjänster, stödtjänster inom luftfart"
719,"Transportförmedling, lagringsverksamhet"
7191,"Transportförmedling, övriga tjänster inom transport"
71911,Resebyråverksamhet och researrangör
719110,Resebyråverksamhet och researrangör
71912,"Godstransportförmedling (spedition), mäkleriverksamhet"
719120,"Godstransportförmedling (spedition), mäkleriverksamhet"
71919,"Befraktningskontroll, godsräkning och liknande"
719190,"Befraktningskontroll, godsräkning och liknande"
7192,Lagrings- och magasineringsverksamhet
71921,Kyllagringsverksamhet
719210,Kyllagringsverksamhet
71929,Lagrings- och magasineringsverksamhet (ej kyllagring)
719290,Lagrings- och magasineringsverksamhet (ej kyllagring)
72,Post- och telekommunikationer
720,Post- och telekommunikationer
7200,Post- och telekommunikationer
72001,Postkommunikationer
720010,Postkommunikationer
72002,Telekommunikationer
720020,Telekommunikationer
8,"Bank- och försäkringsverksamhet, fastighetsförvaltning, uppdragsverksamhet"
81,Bank- och annan finansverksamhet
810,Bank- och annan finansverksamhet
8101,Bankverksamhet
81010,Bankverksamhet
810100,Bankverksamhet
8102,Annan kredit- och finansierings
81020,"Hypoteksinrättning, kreditverksamhet, investmentbolag"
810200,"Hypoteksinrättning, kreditverksamhet, investmentbolag"
8103,Andra finansiella tjänster
81030,"Finansiella tjänster, ej bank eller låneverksamhet"
810300,"Finansiella tjänster, ej bank eller låneverksamhet"
82,Försäkringsverksamhet
820,Försäkringsverksamhet
8200,Försäkringsverksamhet
82001,Försäkringsåtagande verksamhet
820010,Försäkringsåtagande verksamhet
82002,Försäkringsförmedlande verksamhet
820020,Försäkringsförmedlande verksamhet
83,"Fastighetsförvaltning och -förmedling, uppdragsverksamhet"
831,Fastighetsförvaltning och -förmedling
8310,Fastighetsförvaltning och -förmedling
83101,Ägareförvaltning av bostadsfastighet
831010,Ägareförvaltning av bostadsfastighet
83102,Ägareförvaltning av ickebostadsfastighet
831020,Ägareförvaltning av ickebostadsfastighet
83103,"Fastighetsförvaltning enligt uppdrag, fastighetsförmedling"
831030,"Fastighetsförvaltning enligt uppdrag, fastighetsförmedling"
832,Uppdragsverksamhet
8321,Juridisk uppdragsverksamhet
83210,Juridisk uppdragsverksamhet
832100,Juridisk uppdragsverksamhet
8322,Kameral uppdragsverksamhet
83220,Kameral uppdragsverksamhet
832200,Kameral uppdragsverksamhet
8323,Drivande av datacentral
83230,"Drivande av datacentral, annan adb-verksamhet"
832300,"Drivande av datacentral, annan adb-verksamhet"
8324,Teknisk uppdragsverksamhet
83241,Byggkonsultverksamhet
832410,Byggkonsultverksamhet
83249,Teknisk uppdragsverksamhet (utom byggkonsultverksamhet)
832490,Teknisk uppdragsverksamhet (utom byggkonsultverksamhet)
8325,"Annons-, reklam- och marknadsundersökningsverksamhet"
83250,"Annons-, reklam- och marknadsundersökningsverksamhet"
832500,"Annons-, reklam- och marknadsundersökningsverksamhet"
8329,Övrig uppdragsverksamhet
83291,"Skriv-, duplicerings- och kopieringsverksamhet"
832910,"Skriv-, duplicerings- och kopieringsverksamhet"
83292,"Uppdragsverksamhet, administrativ organisation"
832920,"Uppdragsverksamhet, administrativ organisation"
83293,Bevakningsverksamhet
832930,Bevakningsverksamhet
83299,Diverse uppdragsverksamhet
832990,Diverse uppdragsverksamhet
833,Maskinuthyrning (leasing o.d.)
8330,Maskinuthyrning (leasing o.d.)
83300,Maskinuthyrning (leasing och dylikt)
833000,Maskinuthyrning (leasing och dylikt)
9,Offentlig förvaltning och andra tjänster
91,"Offentlig förvaltning, försvars-, polis- och brandskyddsverksamhet"
910,"Offentlig förvaltning, försvars-, polis- och brandskyddsverksamhet"
9100,"Offentlig förvaltning, försvars-, polis- och brandskyddsverksamhet"
91001,Offentlig förvaltning
910010,Offentlig förvaltning
91002,Försvarsverksamhet
910020,Försvarsverksamhet
91003,Polisverksamhet
910030,Polisverksamhet
91004,Brandskyddsverksamhet
910040,Brandskyddsverksamhet
92,"Renings-, renhållnings- och rengöringsverksamhet"
920,"Renings-, renhållnings- och rengöringsverksamhet"
9200,"Renings-, renhållnings- och rengöringsverksamhet"
92001,Avloppssystem och avloppsrening
920010,Avloppssystem och avloppsrening
92002,Renhållningsverksamhet
920020,Renhållningsverksamhet
92003,Skorstensfejarverksamhet
920030,Skorstensfejarverksamhet
92004,Städningsverksamhet för företag och liknande
920040,Städningsverksamhet för företag och liknande
92005,Desinfektionsverksamhet
920050,Desinfektionsverksamhet
92009,"Avfallshantering, kemikalie- och oljesanering"
920090,"Avfallshantering, kemikalie- och oljesanering"
93,"Undervisning, forskning, sjukvård m.m."
931,Undervisning
9310,Undervisning
93101,Grundskoleundervisning eller motsvarande
931010,Grundskoleundervisning eller motsvarande
93102,"Gymnasial undervisning, fack- och yrkesskolor"
931020,"Gymnasial undervisning, fack- och yrkesskolor"
93103,Eftergymnasial undervisning
931030,Eftergymnasial undervisning
93109,"Annan undervisning (bilskolor, studiecirklar mm)"
931090,"Annan undervisning (bilskolor, studiecirklar mm)"
932,Forsknings- och utvecklingsverksamhet
9320,Forsknings- och utvecklingsverksamhet
93201,Naturvetenskaplig forskning
932010,Naturvetenskaplig forskning
93202,Teknologisk forsknings- och utvecklingsverksamhet
932020,Teknologisk forsknings- och utvecklingsverksamhet
93203,Medicinsk forsknings- och utvecklingsverksamhet
932030,Medicinsk forsknings- och utvecklingsverksamhet
93204,Samhällsvetenskaplig forskning
932040,Samhällsvetenskaplig forskning
93209,Forsknings- och utvecklingsverksamhet
932090,Forsknings- och utvecklingsverksamhet
933,"Hälso- och sjukvård, veterinärverksamhet"
9331,Hälso- och sjukvård
93310,Hälso- och sjukvård
933100,Hälso- och sjukvård
9332,Veterinärverksamhet
93320,Veterinärverksamhet
933200,Veterinärverksamhet
934,Socialvård
9340,Socialvård
93401,Barnavård och ungdomsvård
934010,Barnavård och ungdomsvård
93402,Åldringsvård
934020,Åldringsvård
93403,Nykterhetsvård (ej klinisk) och liknande
934030,Nykterhetsvård (ej klinisk) och liknande
93409,"Hem för syn- och hörselskadade, humanitär hjälpverksamhet"
934090,"Hem för syn- och hörselskadade, humanitär hjälpverksamhet"
935,Intresseorganisationer
9350,Intresseorganisationer
93501,Teknisk och ekonomisk branschorganisation
935010,Teknisk och ekonomisk branschorganisation
93502,Arbetsgivare- eller arbetstagareorganisation
935020,Arbetsgivare- eller arbetstagareorganisation
939,Ideella och kulrutrella organisationer
9391,Religiösa organisationer
93910,Religiös organisation
939100,Religiös organisation
9399,Övriga ideella och kulturella organisationer
93991,Politisk organisation
939910,Politisk organisation
93999,Ideell och kulturell organisation
939990,Ideell och kulturell organisation
94,"Rekreationsverksamhet, kulturell serviceverksamhet"
941,"Film-, radio-, tv-, scen- och konstnärsverksamhet"
9411,Filminspelning
94110,Filminspelning
941100,Filminspelning
9412,Filmdistribution och -visning
94121,Filmdistribution
941210,Filmdistribution
94122,Visning av film (biografer)
941220,Visning av film (biografer)
9413,Programverksamhet vid radio och TV
94130,Programverksamhet vid radio och tv
941300,Programverksamhet vid radio och tv
9414,"Teater-, konsert- och skivförlagsverksamhet"
94141,Teater- och operaverksamhet
941410,Teater- och operaverksamhet
94142,Konsertverksamhet
941420,Konsertverksamhet
94143,"Populärunderhållning, artistförmedling"
941430,"Populärunderhållning, artistförmedling"
94144,"Skiv- och bandinspelning, skivförlagsverksamhet"
941440,"Skiv- och bandinspelning, skivförlagsverksamhet"
9415,Fristående konstnärs- och artistverksamhet
94151,Fristående skriftställeri och litterär verksamhet
941510,Fristående skriftställeri och litterär verksamhet
94152,Fristående konstnärlig verksamhet
941520,Fristående konstnärlig verksamhet
94159,Fristående artistverksamhet
941590,Fristående artistverksamhet
942,Biblioteks- och museiverksamhet
9420,Biblioteks- och museiverksamhet
94201,Biblioteks- och arkivverksamhet
942010,Biblioteks- och arkivverksamhet
94202,"Museiverksamhet, konstutställning m m"
942020,"Museiverksamhet, konstutställning m m"
949,Annan rekreations- och nöjesverksamhet
9490,Annan rekreations- och nöjesverksamhet
94901,Drivande av sport- och motionsinrättningar m m
949010,Drivande av sport- och motionsinrättningar m m
94902,Trav- och galoppbaneverksamhet
949020,Trav- och galoppbaneverksamhet
94903,"Drivande av nöjesfält, djurparker o dyl"
949030,"Drivande av nöjesfält, djurparker o dyl"
94904,Lotteriverksamhet m m
949040,Lotteriverksamhet m m
94909,Dans- och andra nöjestillställningar
949090,Dans- och andra nöjestillställningar
95,"Reparations-, tvätteri- och annan serviceverksamhet"
951,Reparation av hushållsvaror och fordon
9511,"Reparation av skor, andra lädervaror"
95110,"Reparation av skor, lädervaror"
951100,"Reparation av skor, lädervaror"
9512,Reparation av elektriska hushållsvaror
95121,"Reparation av radio, tv"
951210,"Reparation av radio, tv"
95129,"Reparation av elektriska hushållsvaror (ej radio, tv)"
951290,"Reparation av elektriska hushållsvaror (ej radio, tv)"
9513,Reparation av motorfordon
95130,Reparation av motorfordon
951300,Reparation av motorfordon
9514,Annan rekreations- och nöjesverksamhet
95140,Annan rekreations- och nöjesverksamhet
951400,Annan rekreations- och nöjesverksamhet
9519,Reparation av andra fordon och hushållsvaror
95191,Moped och cykelreparation
951910,Moped och cykelreparation
95199,Reparation av hushållsvaror
951990,Reparation av hushållsvaror
952,Tvätteriverksamhet
9520,Tvätteriverksamhet
95200,Tvätteriverksamhet
952000,Tvätteriverksamhet
953,Hushållsarbete
9530,Hushållsarbete
95300,Hushållsarbete
953000,Hushållsarbete
959,Annan personlig serviceverksamhet
9591,Hår- och skönhetsvård
95911,"Hårvård, herr-"
959110,"Hårvård, herr-"
95912,"Hårvård, dam-"
959120,"Hårvård, dam-"
95913,Skönhetsvård
959130,Skönhetsvård
9592,Annan personlig serviceverksamhet
95920,"Fotografverksamhet, fotoservice m m"
959200,"Fotografverksamhet, fotoservice m m"
9599,Övrig personlig serviceverksamhet
95991,"Drivande av varmbadhus, hygienbehandling m m"
959910,"Drivande av varmbadhus, hygienbehandling m m"
95992,Begravningsbyråverksamhet
959920,Begravningsbyråverksamhet
95999,Diverse serviceverksamhet
959990,Diverse serviceverksamhet
96,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
960,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
9600,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
96000,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
960000,"Verksamhet vid internationella organisationer, utländska ambassader o.d."
