code,label,label_en,parent_code,valid_from,valid_to
"017,31",Otitis media tuberculosa,,,,
"017,32",Otitis alia tuberculosa,,,,
"017,39",Tuberculosis auris nud,,,,
"017,91",Tuberculosis pericardii. synechia pericardii tuberculosa,,,,
"017,93",Tuberculosis cavi oris,,,,
"017,94","Tuberculosis hepatis, lienis, linguae",,,,
"017,95",Tuberculosis glandulae suprarenalis,,,,
"017,96",Tuberculosis aliorum organorum,,,,
"017,97",Tuberculosis aliorum organorum suspecta,,,,
"018,00","Tuberculosis disseminata acuta, non pulmonalis",,,,
"018,10",Tuberculosis disseminata acuta nud,,,,
"018,98","Tuberculosis disseminata alia, chronica inclusa",,,,
"019,00","Tuberculosis sequelae, bronchoectasia",,,,
"019,01",Tuberculosis emphysema sequelae,,,,
"019,02","Tuberculosis sequelae, atelectasis pulmonis",,,,
"019,03","Tuberculosis sequelae, fibrosis pulmonum",,,,
"019,04","Tuberculosis sequelae, adhaesiones pleurae",,,,
"019,08",Sequelae aliae e tuberculosi organorum respirationis,,,,
"019,09",Sequelae nud e tuberculosi organorum respirationis,,,,
"019,10","Tuberculosis sequelae, organosum systematis nervosi",,,,
"019,20","Tuberculosis sequelae, hydronephrosis",,,,
"019,21","Tuberculosis sequelae, strictura ureteris",,,,
"019,28","Sequelae aliae, tuberculosis organorum urogenitalium",,,,
"019,29","Sequelae nud, tuberculosis organorum urogenitalium",,,,
"019,30",Tuberculosis columnae vertebralis sequelae,,,,
"019,31",Tuberculosis coxae sequelae,,,,
"019,32",Tuberculosis genus sequelae,,,,
"019,38",Tuberculosis aliorum ossium et articulorum sequelae,,,,
"019,39",Tuberculosis ossium et articulorum nud sequelae,,,,
"019,90","Tuberculosis sequelae, synechia pericardii",,,,
"019,98","Tuberculosis sequelae, organorum aliorum",,,,
"020,00",Pestis bubonica,,,,
"020,10",Pestis pulmonalis,,,,
"020,99",Pestis nud,,,,
"021,00",Tularaemia glandularis sive ulceroglandularis,,,,
"021,01",Tulariaemia oculoglandularis,,,,
"021,02",Tularaemia typhoides,,,,
"021,06",Tularaemia alia,,,,
"021,07",Tularaemia suspecta,,,,
"021,09",Tularaemia nud,,,,
"022,97",Anthrax suspectus,,,,
"022,99",Anthrax nud,,,,
"023,00",Brucellosis melitensis causa brucella,,,,
"023,10",Brucellosis causa brucella abortus,,,,
"023,20",Brucellosis causa brucella suis,,,,
"023,97",Brucellosis suspecta,,,,
"023,99",Brucellosis nud,,,,
"024,99",Malleus,,,,
"025,99",Melioidosis,,,,
"026,00",Febris morsus muris per spirillum minus,,,,
"026,01",Febris morsus muris per spirochaetam morsus muris,,,,
"026,10",Febris morsus muris per streptobacillum moniliformem,,,,
"026,99",Febris morsus muris nud,,,,
"027,00",Granunulomatosis infantiseptica,,,,
"027,01",Meningoencephalitis listerica,,,,
"027,08",Listeriosis alia,,,,
"027,09",Listeriosis nud,,,,
"027,10",INfectio erysipeloides,,,,
"027,98",Morbi bacterici ex origine animali alii,,,,
"030,00",Lepra lepromatosa,,,,
"030,10",Lepra tuberculoides,,,,
"030,20",Lepra indeterminata,,,,
"030,30",Lepra intermedia,,,,
"030,97",Lepra suspecta,,,,
"030,98",Lepra alia,,,,
"030,99",Lepra nud,,,,
"031,99",Morbi mycobacterici alii,,,,
"032,97",Diphtheria suspecta,,,,
"032,99",Diphtheria nud,,,,
"033,00",Pertussis causa bacilli pertussis,,,,
"033,10",Pertussis causa bacilli parapertussis,,,,
"033,90",Status post pertussim,,,,
"033,96",Pertussis alia,,,,
"033,97",Pertussis suspecta,,,,
"033,99",Pertussis nud,,,,
"034,00",Tonsillitis streptococcica,,,,
"034,10",Scarlatina cum complicationibus multiplicibus,,,,
"034,17",Scarlatina suspecta,,,,
"034,19",Scarlatina nud,,,,
"035,99",Erysipelas,,,,
"036,00",Meningitis meningococcica,,,,
"036,10",Meningococcaemia acuta s. non definita,,,,
"036,11",Syndroma waterhouse-friedrichsen,,,,
"036,12",Meningococcaemia chronica,,,,
"036,80",Meningococcosis alia,,,,
"036,97",INfectio meningococcica suspecta,,,,
"036,99",INfectio meningococcica nud,,,,
"037,99",Tetanus,,,,
"038,00",Septichaemia streptococcica,,,,
"038,10",Septichaemia staphylococcica,,,,
"038,20",Septichaemia pneumococcica,,,,
"038,80",Septichaemia escherichia coli,,,,
"038,88",Septichaemiae e microbioses aliae definitae,,,,
"038,97",Septichaemia suspecta,,,,
"038,99",Septichaemia nud,,,,
"039,00",Gangraena emphysematosa,,,,
"039,10",Rhinoscleroma,,,,
"039,90",INfectio staphylococcica aurea,,,,
"039,91",INfectio yersinia (pasteurella) pseudotuberculosa,,,,
"039,92",INfectio yersinia (pasteurella) enterocolitica,,,,
"039,93",INfectio yersinia (pasteurella) alia sive nud,,,,
"039,98",Morbus bactericus alius sive nud,,,,
"040,00",Poliomyelitis bulbaris acuta cum paralysi spinali,,,,
"040,01",Polioencephalitis acuta,,,,
"040,07",Polioencephalomyelitis acuta suspecta,,,,
"041,99",Poliomyelitis acuta cum paralysi spinali,,,,
