code,label,label_en,parent_code,valid_from,valid_to
312X,Uppföranderubbn hos barn o ungd som ej klass annorstäd,,,,
313A,Emotionella störn hos barn o ungd med rädsla och ångest,,,,
313B,Emotion störn hos barn o ungdom m nedstämdh o förtvivl,,,,
313C,Emotion störn hos barn o ungd med känsligh el skygghet,,,,
313D,Relationsproblem hos barn och ungdom,,,,
313W,Spec emotionell störn hos barn o ungdom andra än 313A-D,,,,
313X,"Emotionella störningar i barndom och ungdomsår, ospec",,,,
314J,Minimal brain dysfunction (MBD),,,,
314W,Hyperkinetiska syndrom hos barn o ungdom andra än 314J,,,,
314X,"Hyperkinetiska syndrom i barndomen, ospecificerade",,,,
315A,Speciella läs- och skrivsvårigheter,,,,
315B,Speciella räknesvårigheter,,,,
315D,Försenad tal- och språkutveckling,,,,
315E,Försenad motorisk utveckling,,,,
315W,Specificerade störningar i utvecklingen andra än 315A-E,,,,
315X,"Störningar i utvecklingen hos barn o ungdom, ospec",,,,
317X,Lätt psykisk utvecklingsstörning,,,,
318A,Måttlig psykisk utvecklingsstörning,,,,
318B,Svår psykisk utvecklingsstörning,,,,
318C,Djup psykisk utvecklingsstörning,,,,
319X,Ospecificerad psykisk utvecklingsstörning,,,,
320A,Meningit orsakad av Haemophilus influenzae,,,,
320B,Meningit orsakad av pneumokocker,,,,
320C,Meningit orsakad av streptokocker,,,,
320D,Meningit orsakad av stafylokocker,,,,
320H,Meningit vid andra bakteriesjd som klassific annorstäd,,,,
320W,Meningit orsakad av specificerade bakterier utom 320A-D,,,,
320X,Meningit orsakad av icke specificerad bakterie,,,,
321A,Meningit orsakad av svampinfektioner,,,,
321E,Meningit orsakad av Herpes simplex-virus,,,,
321H,Meningit orsakad av virus andra än 321E,,,,
321W,Meningit orsakad av andra organismer utom 321A-H,,,,
322A,Icke varig meningit,,,,
322B,Eosinofil meningit,,,,
322C,Kronisk meningit,,,,
322X,"Meningit, ospecificerad",,,,
323D,Virusencefalit överförd av artropoder,,,,
323F,Encefalit som följd av immunisering,,,,
323G,Postinfektiös encefalit,,,,
323H,Toxisk encefalit,,,,
323W,"Spec encefalit, myelit o encefalomyelit annan än 323D-H",,,,
323X,"Encefalit, myelit och encefalomyelit, ospecificerad",,,,
324A,Intrakraniell abscess,,,,
324B,Intraspinal abscess,,,,
324X,Intrakraniell o intraspinal abscess utan spec lokalisat,,,,
325X,Flebit och tromboflebit i skallens venösa hålrum,,,,
326X,Sena effekter av abscess el varig infektion i skallen,,,,
330A,Leukodystrofi,,,,
330B,Cerebral lipidos,,,,
330W,Andra cerebrala degenerationer manifesterade i barndom,,,,
330X,"Cerebral degeneration manifest i barndomen, ospec",,,,
331A,Presenil och senil degeneration av Alzheimer-typ,,,,
331B,Picks sjukdom,,,,
331C,Senil degeneration av hjärnan av ospecificerad typ,,,,
331D,Kommunicerande hydrocefalus,,,,
331E,Obstruktiv hydrocefalus,,,,
331W,Specificerad cerebral degeneration annan än 331A-E,,,,
331X,"Cerebral degeneration, ospec",,,,
332A,Paralysis agitans,,,,
332B,Sekundär parkinsonism,,,,
333A,Degenerativ sjukdom i basala ganglier andra än 330-332,,,,
333B,Essentiell tremor o and definierade former av tremor,,,,
333C,Myoklonus,,,,
333D,Tics av organiskt ursprung,,,,
333E,Huntingtons korea,,,,
333F,Annan korea,,,,
333G,Idiopatisk torsionsdystoni,,,,
333H,Symtomatisk torsionsdystoni,,,,
333W,Specificerade extrapyramidala sjukdomar utom 333A-H,,,,
333X,"Extrapyramidala sjukdomar, ospec och andra än 333A-W",,,,
334A,Friedreichs ataxi,,,,
334B,Ärftlig spastisk paraplegi,,,,
334C,Primär cerebellär degeneration,,,,
334D,Annan cerebellär ataxi än 334A-C,,,,
334E,Cerebellär ataxi vid sjukdomar som klassif annorstädes,,,,
334W,Specific spinocerebellära sjukdomar andra än 334A-E,,,,
334X,"Spinocerebellär sjukdom, ospecificerad",,,,
335A,Progressiv spinal muskelatrofi med tidig debut,,,,
335B,Progressiv spinal muskelatrofi med senare debut,,,,
335C,Amyotrofisk lateralskleros,,,,
335W,Specificerad motorneuronsjd andra än 335A-C,,,,
335X,"Motorneuronsjukdomar, ospecificerade",,,,
336A,Syringomyeli och syringobulbi,,,,
336B,Vaskulära myelopatier,,,,
336C,Subakut kombinerad degeneration av ryggmärgen,,,,
336D,Ryggmärgskompression vid sjukdom som klassif annorstäd,,,,
336W,Specificerad myelopati annan än 336A-D,,,,
336X,"Sjukdomar i ryggmärgen, ospecificerad",,,,
337A,Idiopatisk perifer autonom neuropati,,,,
337B,Perifer autonom neuropati som klassificeras annorstädes,,,,
337X,"Sjukdomar i autonoma nervsystemet, ospecificerade",,,,
340X,Multipel skleros,,,,
341A,Neuromyelitis optica,,,,
341B,Schilders sjukdom,,,,
341W,Spec demyelinis sjd i centr nervsystem andra än 341A-B,,,,
341X,Demyeliniserande sjukdom i centrala nervsystemet ospec,,,,
342A,Slapp hemiplegi,,,,
342B,Spastisk hemiplegi,,,,
342X,"Hemiplegi, ospecificerad",,,,
343A,Diplegi,,,,
343B,Hemiplegi,,,,
343C,Tetraplegi,,,,
343D,Monoplegi,,,,
343W,Specificerad form av cerebral pares andra än 343A-D,,,,
343X,"Cerebral pares, ospecificerad",,,,
344A,Tetraplegi,,,,
344B,Paraplegi,,,,
344C,Förlamning av båda övre extremiteterna,,,,
344D,Monoplegi i nedre extremitet,,,,
344E,Monoplegi i övre extremitet,,,,
344F,Ospecificerad monoplegi,,,,
344G,Cauda equina-syndrom,,,,
344W,Spec förlamningssyndrom andra än 334A-G,,,,
344X,"Förlamningssyndrom, ospecificerad",,,,
345J,Primär generaliserad epilepsi,,,,
345K,Sekundär generaliserad epilepsi,,,,
345L,Infantil spasm,,,,
345M,Partiell eller fokal epilepsi med medvetandegrumling,,,,
345N,Partiell eller fokal epilepsi utan medvetandegrumling,,,,
345P,Grand mal-anfall av oklart ursprung,,,,
345Q,Status epilepticus,,,,
345W,Specificerad epilepsi utom 345J-Q,,,,
345X,"Epilepsi, ospecificerad",,,,
346A,Klassisk migrän,,,,
346B,Vanlig migrän,,,,
346C,Hortons syndrom,,,,
346W,Spec migrän eller vaskulär huvudvärk annan än 346A-C,,,,
346X,"Migrän, ospecificerad",,,,
347X,Kataplexi och narkolepsi,,,,
348A,Hjärncystor,,,,
348B,Anoxisk hjärnskada,,,,
348C,Benign intrakraniell hypertension,,,,
348D,Icke specificerad encefalopati,,,,
348E,Hjärnkompression,,,,
348F,Hjärnödem,,,,
348W,Specificerade tillstånd i hjärnan andra än 348A-F,,,,
348X,"Tillstånd i hjärnan, ospecificerad",,,,
349A,Reaktioner efter spinal- eller lumbalpunktion,,,,
349B,Komplik från nervsystemet efter kirurgisk implantation,,,,
349C,Sjukdomar i mjuka hjärnhinnorna som ej klass annorstäd,,,,
349W,Specificerade sjukdomar i nervsystemet andra än 349A-C,,,,
349X,"Sjukdomar i nervsystemet, ospecificerade",,,,
350A,Trigeminusneuralgi efter herpesinfektion,,,,
350B,Trigeminusneuralgi annan än 350A,,,,
350C,Atypisk ansiktssmärta,,,,
350W,Specificerad sjukdom i trigeminusnerven annan än 350A-C,,,,
350X,"Sjukdomar i trigeminusnerven, ospecificerade",,,,
351A,Bells pares,,,,
351W,Specificerade sjukdomar i facialisnerven andra än 351A,,,,
351X,"Sjukdomar i facialisnerven, ospecificerade",,,,
352A,Sjukdomar i nervus olfactorius,,,,
352B,Glossofaryngeusneuralgi,,,,
352C,Sjukdomar i nervus glossopharyngeus andra än 352B,,,,
352D,Sjukdomar i nervus vagus,,,,
352E,Sjukdomar i nervus accessorius,,,,
352F,Sjukdomar i nervus hypoglossus,,,,
352G,Multipla kranialnervsförlamningar,,,,
352X,"Sjukdomar i kranialnerver, andra än 350-352G, ospec",,,,
353A,Brakialplexuslesion,,,,
353B,Lumbosakralplexuslesion,,,,
353C,Cervikalrotslesion som ej klass annorstädes,,,,
353D,Torakalrotslesion som ej klass annorstädes,,,,
353E,Lumbosakralrotslesion som ej klass annorstädes,,,,
353F,Neuralgisk amyotrofi,,,,
353G,Fantom-extremitetssyndrom,,,,
353W,Spec sjukdomar i nervrötter och plexus andra än 353A-G,,,,
353X,"Sjukdomar i nervrötter och plexus, ospecificerade",,,,
354A,Karpaltunnel-syndrom,,,,
354B,Nervus medianus-lesion andra än 354A,,,,
354C,Nervus ulnaris-lesion,,,,
354D,Nervus radialis-lesion,,,,
354E,Kausalgi,,,,
354F,Mononeuropathia multiplex,,,,
354W,"Spec mononeuropati i övre extremitet, andra än 354A-F",,,,
354X,"Mononeuropati i övre extremitet, ospecificerad",,,,
355A,Nervus ischiadicus-lesion,,,,
355B,Meralgia paraesthetica,,,,
355C,Nervus femoralis-lesion,,,,
355D,Nervus fibularis-lesion,,,,
355E,Nervus tibialis-lesion,,,,
355F,Tarsaltunnel-syndrom,,,,
355G,Nervus plantaris-lesion,,,,
355H,Spec mononeuropati i bäckenbot el nedre extr ut 355A-G,,,,
355W,"Mononeuropati i nedre extremitet, ospecificerad",,,,
355X,Mononeuropati med icke angiven lokalisation,,,,
356A,Ärftlig perifer neuropati,,,,
356B,Peroneal muskelatrofi,,,,
356C,Ärftlig sensorisk neuropati,,,,
356D,Heredopathia atactica polyneuritiformis,,,,
356E,Idiopatisk progressiv polyneuropati,,,,
356W,Spec ärftl o idiop perifer neuropati annan än 356A-G,,,,
356X,"Ärftlig och idiopatisk perifer neuropati, ospecificerad",,,,
357A,Akut inflammatorisk polyneuropati,,,,
357B,Polyneuropati vid kollagen kärlsjukdom,,,,
357C,Polyneuropati vid diabetes,,,,
357D,Polyneuropati vid maligna sjukdomar,,,,
357E,Polyneuropati vid andra sjukdomar,,,,
357F,Alkoholpolyneuropati,,,,
357G,Polyneuropati orsakad av läkemedel,,,,
357H,Polyneuropati orsakad av andra tox ämnen utom läkemedel,,,,
357W,Annan spec inflam o toxisk neuropati annan än 357A-H,,,,
357X,"Inflammatorisk och toxisk neuropati, ospecificerad",,,,
358A,Myasthenia gravis,,,,
358B,Myastena syndrom vid sjukdomar som klassif annorstädes,,,,
358C,Toxiska myoneurala sjukdomar,,,,
358W,Specificerade myoneurala sjukdomar andra än 358A-C,,,,
358X,"Myoneurala sjukdomar, ospecificerade",,,,
359A,Medfödd myopati,,,,
359B,Ärftlig progressiv muskeldystrofi,,,,
359C,Myotona sjukdomar,,,,
359D,Metabolisk myopati,,,,
359E,Toxisk myopati,,,,
359F,Endokrin myopati,,,,
359G,Symtomatisk inflammatorisk myopati,,,,
359W,Specificerad myopati andra än 359A-G,,,,
359X,"Muskeldystrofi och annan myopati, ospecificerad",,,,
360A,Varig inflammation i ögats inre,,,,
360B,Annan inflammation i ögats inre,,,,
360C,Degenerativa sjukdomar i ögongloben,,,,
360D,Hypotoni av ögat,,,,
360E,Degenererande tillstånd i ögongloben,,,,
360F,Kvarvarande magnetisk främmande kropp i ögongloben,,,,
360G,Kvarvarande icke magnetisk främ kropp i ögongloben,,,,
360W,Specificerade sjukdomar i ögongloben andra än 360A-G,,,,
360X,"Sjukdomar i ögongloben, ospecificerade",,,,
361A,Näthinneavlossning med defekt,,,,
361B,Retinochis och retinala cystor,,,,
361C,Näthinneavlossning utan defekt,,,,
361D,Näthinnedefekt utan näthinneavlossning,,,,
361W,Specificer former av näthinneavlossning andra än 361A-D,,,,
361X,"Näthinneavlossning, ospecificerad",,,,
362A,Diabetisk retinopati,,,,
362B,Förändringar av retinalkärlen andra än 362A,,,,
362C,Retrolental fibroplasi,,,,
362D,Retinal vaskulär ocklusion,,,,
362E,Separation av näthinnans lager,,,,
362F,Degeneration av gula fläcken o centr delar av näthinnan,,,,
362G,Degeneration av perifera delar av näthinnan,,,,
362H,Ärftlig degeneration av näthinnan,,,,
362W,Specificerade förändringar i näthinnan andra än 362A-H,,,,
362X,"Sjukliga förändringar i näthinnan, ospecificerade",,,,
363A,Fokal inflammation i näthinnan och åderhinnan,,,,
363B,Disseminerad inflammation i näthinnan och åderhinnan,,,,
363C,Icke spec inflammation i åderhinnan och andra än 363A-B,,,,
363D,Ärr på åderhinnan,,,,
363E,Degeneration av åderhinnan,,,,
363F,Medfödd dystrofi i åderhinnan,,,,
363G,Blödning eller bristning i åderhinnan,,,,
363H,Avlossning av åderhinnan,,,,
363W,Specificerade förändringar i åderhinnan andra än 363A-H,,,,
363X,"Inflammation samt ärr och andra sjd i åderhinnan, ospec",,,,
364A,Akut irit,,,,
364B,Kronisk irit,,,,
364C,Vissa former av inflammation i iris och ciliarkroppen,,,,
364D,Icke specificerad inflammation i iris och ciliarkroppen,,,,
364E,Kärlförändringar i regnbågshinnan och ciliarkroppen,,,,
364F,Degenerativa förändr i regnbågshinnan och ciliarkroppen,,,,
364G,"Cysta på iris, ciliarkroppen och främre kammaren",,,,
364H,Sammanväxning och bristningar av iris och ciliarkroppen,,,,
364W,Spec sjukdomar i iris och ciliarkroppen andra än 364A-H,,,,
364X,"Sjukdomar i iris och ciliarkroppen, ospecificerade",,,,
365A,Borderline-glaukom,,,,
365B,Glaukom med öppen kammarvinkel,,,,
365C,Glaukom med sluten kammarvinkel,,,,
365D,Glaukom på grund av kortisonmedicinering,,,,
365F,Glaukom vid linsförändringar,,,,
365G,Glaukom vid andra ögonsjukdomar,,,,
365W,Glaukom annan än 365A-G,,,,
365X,"Glaukom, ospecificerad",,,,
366A,"Infantil, juvenil och presenil katarakt",,,,
366B,Katarakt utvecklad i högre ålder,,,,
366C,Katarakt efter ögonskada,,,,
366D,Katarakt efter ögonsjukdomar,,,,
366E,Katarakt av läkemedel eller vid andra sjukdomar,,,,
366F,Sekundär katarakt,,,,
366W,Specificerad katarakt annan än 366A-F,,,,
366X,"Katarakt, ospecificerad",,,,
367A,Hyperopi,,,,
367B,Myopi,,,,
367C,Astigmatism,,,,
367D,Anisometropi och aniseikoni,,,,
367E,Presbyopi,,,,
367F,Ackommodationsrubbningar,,,,
367W,Spec förändr i refraktion o ackommation andra än 367A-F,,,,
367X,"Förändring i ögats refraktion o ackommodation, ospec",,,,
368A,Amblyopia ex anopsia,,,,
368B,Subjektiva synstörningar,,,,
368C,Diplopi,,,,
368D,Störningar i samsynen andra än 368A-C,,,,
368E,Synfältsdefekter,,,,
368F,Färgsinnesdefekter,,,,
368G,Nattblindhet,,,,
368W,Specificerade synstörningar andra än 368A-G,,,,
368X,"Synstörningar, ospecificerade",,,,
369A,Blindhet på båda ögonen,,,,
369B,"Blindhet på ett öga, allvarl nedsatt syn på andra ögat",,,,
369C,Allvarligt nedsatt syn på båda ögonen,,,,
369D,Icke specificerad synnedsättning på båda ögonen,,,,
369G,Blindhet på ett öga,,,,
369H,Allvarligt nedsatt syn på ett öga,,,,
369W,Icke specificerad synnedsättning på ett öga,,,,
369X,"Synnedsättning, ospecificerad",,,,
370A,Sår på hornhinnan,,,,
370B,Keratitis dendritica,,,,
370C,Ytlig keratit utan konjunktivit annan än 370A-B,,,,
370D,Keratokonjunktivit annan än 370A-C,,,,
370E,"Keratonkonjunktivit, ospecificerad och andra än 370B-C",,,,
370F,Interstitiell och djup keratit,,,,
370G,Kärlinväxning i hornhinnan,,,,
370W,Specificerade former av keratit andra än 370A-G,,,,
370X,"Keratit, ospecificerad",,,,
371A,Ärr och grumlingar i hornhinnan,,,,
371B,Pigmenteringar och inlagringar i hornhinnan,,,,
371C,Ödem i hornhinnan,,,,
371D,Förändringar i hornhinnemembranerna,,,,
371E,Degeneration i hornhinnan,,,,
371F,Medfödda hornhinnedystrofier,,,,
371G,Keratokonus,,,,
371H,Förändringar av hornhinnans form annan än 371G,,,,
371W,Specificerade hornhinneförändringar andra än 371A-H,,,,
371X,"Hornhinnegrumlingar och hornhinneförändringar, ospec",,,,
372A,Akut konjunktivit,,,,
372B,Kronisk konjunktivit,,,,
372C,Blefarokonjunktivit,,,,
372D,Ospecificerade konjunktiviter och andra än 372A-C,,,,
372E,Pterygium,,,,
372F,Bindhinnedegeneration och bindhinneinlagringar,,,,
372G,Ärr i bindhinnan,,,,
372H,Kärlförändringar och cystor i bindhinnan,,,,
372W,Specificerade sjukdomar i bindhinnan andra än 372A-H,,,,
372X,"Sjukdomar i bindhinnan, ospecificerade",,,,
373A,Blefarit,,,,
373B,Hordeolum och andra djupa inflammationer i ögonlocken,,,,
373C,Chalazion,,,,
373D,Icke infektiösa dermatoser i ögonlocken,,,,
373W,Specificerad inflammation i ögonlocken annan än 373A-D,,,,
373X,"Inflammation i ögonlocken, ospecificerad",,,,
374A,Entropion och trikiasis,,,,
374B,Ektropion,,,,
374C,Lagoftalmi,,,,
374D,Ptos,,,,
374E,Förändring av ögonlockens funktion annan än 374A-D,,,,
374F,Degener förändr av ögonlocken o det periokulära området,,,,
374W,Specificerade förändringar av ögonlocken andra än 374F,,,,
374X,"Sjukliga förändringar av ögonlocken, ospecificerade",,,,
375A,Dakryoadenit,,,,
375B,Förändringar i tårkörteln andra än 375A,,,,
375C,Tårflöde,,,,
375D,Akut och ospecificerad inflammation i tårvägarna,,,,
375E,Kronisk inflammation i tårvägarna,,,,
375F,Stenos och insufficiens i tårvägarna,,,,
375G,Förändringar i tårvägarna andra än 375A-F,,,,
375W,Specificerade sjukdomar i tårapparaten annan än 375A-G,,,,
375X,"Sjukdomar i tårapparaten, ospecificerade",,,,
376A,Akut inflammation i ögonhålan,,,,
376B,Kronisk inflammation i ögonhålan,,,,
376D,"Exoftalmus, annan än endokrin",,,,
376E,Förändringar i ögonhålans form,,,,
376F,Enoftalmus,,,,
376G,Kvarvarande gammal främmande kropp i ögonhålan,,,,
376W,Specificerade sjukdomar i ögonhålan andra än 376A-G,,,,
376X,"Sjukdomar i ögonhålan, ospecificerade",,,,
377A,Papillödem,,,,
377B,Optikusatrofi,,,,
377C,Förändringar av synnervspapillen andra än 377A-B,,,,
377D,Optikusneurit,,,,
377E,Förändringar i synnerven andra än 377D,,,,
377W,Spec förändringar i synnerv el synbanor andra än 377A-E,,,,
377X,"Förändringar i synnerv eller synbanor, ospecificerade",,,,
378A,Inåtskelning,,,,
378B,Utåtskelning,,,,
378C,Tillfällig skelning,,,,
378D,Ospecificerade skelningar och andra än 378A-C,,,,
378E,Latent skelning,,,,
378F,Paralytisk skelning,,,,
378G,Mekanisk skelning,,,,
378H,Andra former av skelning än 378A-G,,,,
378W,"Rubbningar i det binokulära seendet, andra än 378A-H",,,,
378X,"Skelning o andra rubbn i det binokulära seendet, ospec",,,,
379A,Sklerit och episklerit,,,,
379B,Andra förändringar i senhinnan,,,,
379C,Sjukliga förändringar i glaskroppen,,,,
379D,Avsaknad av ögonlins och lägesförändring av linsen,,,,
379E,Rubbningar i pupillfunktionen,,,,
379F,Nystagmus och andra oregelbundna ögonrörelser,,,,
379W,Spec sjukl förändr i ögat o dess omgivn annan än 379A-F,,,,
379X,"Andra sjukliga förändringar i ögat, ospecificerade",,,,
380A,Kondrit och perikondrit i öronmusslan,,,,
380B,Infektiös extern otit,,,,
380C,Extern otit annan än 380B,,,,
380D,Icke infektiösa sjukdomar i öronmusslan,,,,
380E,Vaxpropp,,,,
380F,Förvärvad stenos i hörselgången,,,,
380W,Spec sjukdom i öronmusslan o hörselgång annan än 380A-F,,,,
380X,"Sjukdomar i öronmusslan o hörselgången, ospecificerade",,,,
381A,Akut icke varig mellanöreinflammation,,,,
381B,Kronisk serös mellanöreinflammation,,,,
381C,Kronisk mukös mellanöreinflammation,,,,
381D,Andra än 381A-C o ospec kron icke variga mellanöreinfl,,,,
381E,"Icke varig mellanöreinflammation, ej spec akut el kron",,,,
381F,Inflammation i örontrumpeten,,,,
381G,Tilltäppning av örontrumpeten,,,,
381H,Öppen örontrumpet,,,,
381W,Specificerade sjukdomar i örontrumpeten andra än 381F-H,,,,
381X,"Sjukdomar i örontrumpeten, ospecificerade",,,,
382A,Akut varig mellanöreinflammation,,,,
382B,Kronisk varig otosalpingit,,,,
382C,Kronisk attikoantral varig mellanöreinflammation,,,,
382D,Ospecificerad kronisk varig mellanöreinflammation,,,,
382E,Ospecificerad varig mellanöreinflammation,,,,
382X,"Mellanöreinflammation, ospecificerad",,,,
383A,Akut mastoidit,,,,
383B,Kronisk mastoidit,,,,
383C,Petrosit,,,,
383D,Komplikationer efter mastoidektomi,,,,
383W,Specif sjukdomar i processus mastoideus andra än 383A-D,,,,
383X,"Mastoidit, ospecificerad",,,,
384A,Akut myringit utan uppgift om mellanöreinflammation,,,,
384B,Kronisk myringit utan uppgift om mellanöreinflammation,,,,
384C,Perforation av trumhinnan,,,,
384W,Specificerade sjukdomar i trumhinnan andra än 384A-C,,,,
384X,"Sjukdomar i trumhinnan, ospecificerade",,,,
385A,Tympanoskleros,,,,
385B,Sammanväxningar i mellanörat,,,,
385C,"Förvärvade abnormiteter i hörselbenen, andra än 385A-B",,,,
385D,Kolesteatom i mellanörat och processus mastoideus,,,,
385W,Spec sjd i mellanörat o processus mastoideus ut 385A-D,,,,
385X,"Sjukdomar i mellanörat och processus mastoideus, ospec",,,,
386A,Ménières sjukdom,,,,
386B,Perifer yrsel ospecificerad,,,,
386C,Yrsel av central orsak,,,,
386D,Labyrintit,,,,
386E,Labyrintfistel,,,,
386F,Labyrintdysfunktion,,,,
386W,Specific sjukdomar i labyrintsystemet andra än 386A-F,,,,
386X,"Yrselsyndrom och labyrintsjukdomar, ospecificerade",,,,
387A,"Otoskleros som involverar ovala fönstret, icke obliter",,,,
387B,"Otoskleros som involverar ovala fönstret, oblitererande",,,,
387C,Otoskleros i hörselsnäckan,,,,
387W,Specificerad otoskleros annan än 387A-C,,,,
387X,"Otoskleros, ospecificerad",,,,
388A,Degenerativa och vaskulära sjukdomar i örat,,,,
388B,Bullereffekter på innerörat,,,,
388C,"Plötslig hörselförlust, ospecificerad",,,,
388D,Tinnitus,,,,
388E,Andra onormala hörselförnimmelser,,,,
388F,Sjukdomar i hörselnerven,,,,
388G,Öronflytning,,,,
388H,Öronvärk,,,,
388W,Specificerad sjukdom i örat annan än 388A-H,,,,
388X,"Sjukdomar i örat, ospecificerade",,,,
389A,Hörselnedsättning på grund av ledningshinder,,,,
389B,Sensorineural hörselnedsättning,,,,
389C,Blandad lednings- och sensorineural hörselnedsättning,,,,
389H,Dövstumhet som ej klassificeras annorstädes,,,,
389W,Spec form av hörselnedsättning annan än 389A-H,,,,
389X,"Hörselnedsättnig, ospecificerad",,,,
390X,Akut reumatisk feber utan uppgift om hjärtsjukdom,,,,
391A,Akut reumatisk perikardit,,,,
391B,Akut reumatisk endokardit,,,,
391C,Akut reumatisk myokardit,,,,
391W,Reumatiska hjärtsjd spec akuta andra än 391A-C,,,,
391X,"Reumatisk hjärtsjukdom, akut ospecificerad",,,,
392A,Reumatisk korea med hjärtsjukdom,,,,
392X,Reumatisk korea utan uppgift om hjärtsjukdom,,,,
393A,Kronisk reumatisk perikardit med konstriktion,,,,
393B,Kronisk reumatisk perikardit utan konstriktion,,,,
393X,"Kronisk reumatisk perikardit, ospecificerad",,,,
394A,Mitralisstenos,,,,
394B,Reumatisk mitralisinsufficiens,,,,
394C,Mitralisstenos med insufficiens,,,,
394X,"Sjukdomar i mitralisklaffar, andra än 394A-C och ospec",,,,
395A,Reumatisk aortastenos,,,,
395B,Reumatisk aortainsufficiens,,,,
395C,Reumatisk aortastenos med insufficiens,,,,
395X,"Reum sjukdomar i aortaklaffarna,andra än 395A-C o ospec",,,,
396X,Sjukdomar i både mitralis- och aortaklaffar,,,,
397A,Trikuspidalisklaffel,,,,
397B,Reumatiskt pulmonalisklaffel,,,,
397X,"Reumatiskt klaffel, ospecificerat med avseende på klaff",,,,
398A,Kronisk reumatisk myokardit,,,,
398X,"Annan kronisk reumatisk hjärtsjukdom, ospecificerad",,,,
401A,Malign hypertoni,,,,
401B,Benign hypertoni,,,,
401X,"Essentiell hypertoni, ospecificerad",,,,
402A,Malign hypertoni med hjärtsjukdom,,,,
402B,Benign hypertoni med hjärtsjukdom,,,,
402X,"Hypertoni, ospecificerad, med hjärtsjukdom",,,,
403A,Malign hypertoni med njursjukdom,,,,
403B,Benign hypertoni med njursjukdom,,,,
403X,"Hypertoni, ospecificerad, med njursjukdom",,,,
404A,Malign hypertoni med hjärt- och njursjukdom,,,,
404B,Benign hypertoni med hjärt- och njursjukdom,,,,
404X,"Hypertoni, ospec, med hjärt- och njursjukdom",,,,
405A,Malign sekundär hypertoni,,,,
405B,Benign sekundär hypertoni,,,,
405X,"Sekundär hypertoni, ospecificerad",,,,
410A,Akut transmural hjärtinfarkt,,,,
410B,Akut subendokardiell hjärtinfarkt,,,,
410W,"Hjärtinfarkt specificerad akut, annan än 410A-B",,,,
410X,"Hjärtinfarkt akut, ospecificerad",,,,
411A,Misstänkt hjärtinfarkt,,,,
411B,Preinfarktsyndrom,,,,
411C,Postinfarktsyndrom,,,,
411X,"Ischemisk hjärtsjd akut eller subakut, andra än 410A-C",,,,
412X,Gammal hjärtinfarkt,,,,
413X,Anginösa bröstsmärtor,,,,
414A,Ateroskleros i kranskärlen,,,,
414B,Hjärtaneurysm,,,,
414W,Specific kronisk ischemisk hjärtsjukdom annan än 414A-B,,,,
414X,"Kronisk ischemisk hjärtsjukdom, ospecificerad",,,,
415A,Akut cor pulmonale,,,,
415B,Akut lungemboli,,,,
416A,Primär pulmonell hypertoni,,,,
416B,Sekundär pulmonell hypertoni,,,,
416W,Spec kroniskt sjukdtillst inom lungcirk annat än 416A-B,,,,
416X,"Kroniskt sjukdomstillstånd inom lungcirkulationen,ospec",,,,
417A,Arteriovenös fistel i lungkärlen,,,,
417B,Aneurysm i lungartär,,,,
417W,Specificerade sjukdtillst inom lungcirk andra än 417A-B,,,,
417X,"Sjukdomstillstånd inom lungcirkulationen,ospecificerade",,,,
420X,"Akut perikardit, ospecificerad",,,,
421A,Akut och subakut bakteriell endokardit,,,,
421X,"Akut och subakut endokardit, ospecificerad",,,,
422X,"Akut myokardit, ospecificerad",,,,
423A,Hemoperikardium,,,,
423B,Perikardit kronisk icke konstriktiv,,,,
423C,Perikardit konstriktiv,,,,
423W,Specificerade sjukdomar i perikardiet andra än 423A-C,,,,
423X,"Sjukdomar i perikardiet, ospecificerade",,,,
424A,Mitralisklaffel,,,,
424B,Aortaklaffel,,,,
424C,Trikuspidalisklaffel,,,,
424D,Pulmonalisklaffel,,,,
424X,"Sjukdomar i endokardiet, ospecificerade",,,,
425A,Endomyokardiell fibros,,,,
425B,Hypertrofisk kardiomyopati,,,,
425D,Endokardiell fibroelastos,,,,
425E,Primär kardiomyopati annan än 425A-D,,,,
425F,Alkoholkardiomyopati,,,,
425X,"Sekundär kardiomyopati, ospecificerad",,,,
426A,"Atrioventrikulärt block, totalt",,,,
426B,"Atrioventrikulärt block, annat än 426A och ospec",,,,
426C,"Vänstersidigt grenblock, totalt",,,,
426D,Vänstersidigt skänkelblock,,,,
426E,"Högersidigt grenblock, totalt",,,,
426F,"Grenblock, ospecificerat",,,,
426G,Hjärtblock annan än 426A-F,,,,
426H,Abnorm atrioventrikulär excitation,,,,
426W,Retledningsrubbningar andra än 426A-H,,,,
426X,"Retledningsrubbningar, ospecificerade",,,,
427A,Paroxysmal supraventikulär takykardi,,,,
427B,Paroxysmal ventrikulär takykardi,,,,
427C,"Paroxysmal takykardi, ospecificerad",,,,
427D,Förmaksflimmer och förmaksfladder,,,,
427E,Ventrikelflimmer,,,,
427F,Hjärtstillestånd,,,,
427G,Extrasystolier,,,,
427W,"Hjärtrytmrubbningar, andra än 427A-G",,,,
427X,"Hjärtrytmrubbning, ospecificerad",,,,
428A,Kronisk hjärtinsufficiens,,,,
428B,Vänsterhjärtsvikt,,,,
428X,"Hjärtinsufficiens, ospecificerad",,,,
429A,"Myokardit, ospecificerad",,,,
429B,Degenerativ hjärtmuskelförändring,,,,
