code,label,label_en,parent_code,valid_from,valid_to
AF022,"Elektrokardiografi (EKG), 12 avledningar, standard",,AF,,
AF023,"Elektrokardiografi (EKG), 12 avledningar, standard, tagning",,AF,,
AF024,"Elektrokardiografi (EKG), 12 avledningar, standard, tolkning",,AF,,
AF025,Esofagus-elektrokardiografi (EKG),,AF,,
AF026,Filmning eller genomlysning av hjärtklaff (ej vid angiografi),,AF,,
AF027,Foster-elektrokardiografi (EKG),,AF,,
AF028,Fosterekokardiografi,,AF,,
AF029,Hjärtfrekvensvariabilitetsanalys,,AF,,
AF032,Intrakoronart ultraljud och doppler,,AF,,
AF033,Invasiv elektrofysiologisk hjärtundersökning,,AF,,
AF034,Kardiotokografi (CTG),,AF,,
AF035,"Kavografi, torakal",,AF,,
AF036,Klinisk undersökning av hjärta och kärl,,AF,,
AF037,Koronarangiografi,,AF,,
AF038,"Late Potential-elektrografi (EG, sena potentialer)",,AF,,
AF039,Långtids-EKG-registrering (eventrecording),,AF,,
AF040,"Långtids-EKG-registrering, arytmianalys, (Holter)",,AF,,
AF041,"Långtids-EKG-registrering, bedömning",,AF,,
AF042,"Långtids-EKG-registrering, ST-analys, (Holter)",,AF,,
AF043,"Långtids-EKG-registrering, uppkoppling",,AF,,
AF044,"Magnetresonanstomografi, bukaorta och vena cava",,AF,,
AF045,"Magnetresonanstomografi, hjärta",,AF,,
AF046,"Skintigrafi, myokardperfusion i vila",,AF,,
AF047,"Mätning av Critical Opening Pressure, COP (köldprovokation)",,AF,,
AF048,"Mätning av intrakardiellt tryck, högerhjärta",,AF,,
AF049,"Mätning av intrakardiellt tryck, vänsterhjärta",,AF,,
AF050,Mätning av intrarteriellt blodtryck,,AF,,
AF051,Non-invasiv elektrofysiologisk undersökning av hjärtat,,AF,,
AF052,Pulmonalisangiografi,,AF,,
AF053,"Röntgenundersökning, hjärta och lungor (med eller utan hjärtvolymsbedömning)",,AF,,
AF054,Skintigrafi med farmakologisk stress,,AF,,
AF055,"Skintigrafi, hjärtkammarfunktion i arbete (jämviktsundersökning)",,AF,,
AF056,"Skintigrafi, hjärtkammarfunktion i vila (jämviktsundersökning)",,AF,,
AF057,"Skintigrafi, hjärtkammarfunktion, första passage",,AF,,
AF058,"Skintigrafi, hjärtminutvolym",,AF,,
AF059,"Skintigrafi, hjärtshuntdiagnostik",,AF,,
AF060,"Skintigrafi, myokardinfarkt",,AF,,
AF061,"Skintigrafi, myokardperfusion i arbete",,AF,,
AF062,"Skintigrafi, myokardperfusion vid farmakologisk stress",,AF,,
AF063,Telemetriövervakning av hjärtat,,AF,,
AF064,Transesofageal ekokardiografi,,AF,,
AF065,"Ultraljudsundersökning, bukaorta",,AF,,
AF066,"Ultraljudsundersökning, hjärtklaffar",,AF,,
AF067,"Ultraljudsundersökning, perikardiet",,AF,,
AF068,"Ultraljudsundersökning, torakala kärl",,AF,,
AF069,"Ultraljudsundersökning, vena cava",,AF,,
AF070,Vektor-elektrokardiografi (EKG),,AF,,
AF071,Vänster- och högersidig kammarangiografi,,AF,,
AF073,"Blodtrycksmätning under lång tid, non-invasiv, uppkoppling",,AF,,
AF074,Ortostatiskt prov,,AF,,
AF075,Tilttest,,AF,,
AG,"Bröstvägg, pleura, mediastinum, diafragma, trakea, bronker och lungor",,A,,
AG001,"Allergenprovokation, bronkial",,AG,,
AG002,"Angiografi, selektiv, av andra kärl inom hals-bröstregion",,AG,,
AG003,Annat specificerat andningsprov,,AG,,
AG004,Ansträngningsprovokation,,AG,,
AG005,Apnémonitorering,,AG,,
AG006,Bronkreaktivitetstest,,AG,,
AG007,"Datortomografi, lungor",,AG,,
AG008,"Datortomografi, mediastinum inklusive de stora kärlen",,AG,,
AG009,"Datortomografi, torax",,AG,,
AG010,Flebografi av mediastinum (selektiv),,AG,,
AG011,"Flebografi, selektiv, av andra vener i hals-bröst-regionen",,AG,,
AG012,Flexibel bronkoskopi med borstprov,,AG,,
AG013,Flexibel bronkoskopi med bronkoalveolärt lavage (BAL),,AG,,
AG014,Inducerat sputumprov,,AG,,
AG015,Klinisk undersökning av andningsvägar och lungor,,AG,,
AG016,Mätning av kolmonoxid (CO)-diffusion,,AG,,
AG017,Kväve-test (N2-test),,AG,,
AG018,Mätning av kvävemonoxid (NO) i utandningsluft,,AG,,
AG019,Mätning av lungelasticitet,,AG,,
AG020,Lungvolymsbestämning med kroppspletysmograf,,AG,,
AG021,Lungvolymsbestämning med spädningsteknik,,AG,,
AG022,Magnetisk frenikusstimulering,,AG,,
AG023,"Magnetresonanstomografi, lungor",,AG,,
AG024,"Magnetresonanstomografi, mediastinum inklusive de stora kärlen",,AG,,
AG025,"Magnetresonanstomografi, torax",,AG,,
AG026,"Mätning av maximala respiratoriska tryck, och snifftest",,AG,,
AG027,Mätning av lungmekanik med superpositionsmetod,,AG,,
AG028,"Oximetri, långtidsregistrering",,AG,,
AG029,Peak expiratory flow (PEF),,AG,,
AG030,"Peak expiratory flow (PEF), dygnskurvor",,AG,,
AG031,Perkutan oximetri,,AG,,
AG032,Perkutan oximetri med endtidal CO2-mätning,,AG,,
AG034,Radiospirometri,,AG,,
AG035,Mätning av resistens i luftvägarna,,AG,,
AG036,"Röntgenundersökning, bronkografi eller trakeografi",,AG,,
AG037,"Röntgenundersökning, hals-bröstorgan utan egen kod",,AG,,
AG038,"Röntgenundersökning, lungor, hälsokontroll",,AG,,
AG039,"Röntgenundersökning, lungor, kontroll av central venkateter (med kontrastinjektion)",,AG,,
AG040,"Röntgenundersökning, lungor, liggande patient",,AG,,
AG041,"Röntgenundersökning, lungor, skärmbild",,AG,,
AG042,"Röntgenundersökning, revben",,AG,,
AG043,"Röntgenundersökning, sternum",,AG,,
AG044,"Skintigrafi, abscess- och infektionslokalisation i hals- och bröstorgan",,AG,,
AG045,"Skintigrafi, aspiration",,AG,,
AG046,"Skintigrafi, lungdiffusion",,AG,,
AG047,"Skintigrafi, lungperfusion",,AG,,
AG048,"Skintigrafi, lungventilation",,AG,,
AG049,"Skintigrafi, tumörlokalisation i hals- och bröstorgan",,AG,,
AG050,"Skintigrafi, undersökning av hals- och bröstorgan utan egen kod",,AG,,
AG051,"Spirometri, före och efter bronkdilatation",,AG,,
AG052,Spirometri inklusive forcerad inspiration,,AG,,
AG053,"Spirometri, dynamisk",,AG,,
AG054,Mätning av transdiafragmala tryck,,AG,,
AG055,Transillumination,,AG,,
